"","corpusngram1","n"
"9107","scholar",20
"9108","scorer",20
"9109","scrape",20
"9110","seas",20
"9111","securing",20
"9112","selections",20
"9113","sellers",20
"9114","servants",20
"9115","shallow",20
"9116","shifting",20
"9117","simplicity",20
"9118","sincere",20
"9119","skipped",20
"9120","smoothly",20
"9121","sober",20
"9122","sofa",20
"9123","speedy",20
"9124","spilled",20
"9125","squares",20
"9126","ss",20
"9127","stamping",20
"9128","stance",20
"9129","static",20
"9130","stickers",20
"9131","sting",20
"9132","stitches",20
"9133","stoudemire",20
"9134","straw",20
"9135","stressful",20
"9136","strictly",20
"9137","structural",20
"9138","subscribe",20
"9139","sunrise",20
"9140","superhero",20
"9141","suv",20
"9142","synopsis",20
"9143","syria",20
"9144","tattoos",20
"9145","tense",20
"9146","thailand",20
"9147","threaten",20
"9148","throne",20
"9149","thumbs",20
"9150","tightly",20
"9151","tina",20
"9152","trades",20
"9153","trafficking",20
"9154","transferring",20
"9155","transform",20
"9156","transplant",20
"9157","two-thirds",20
"9158","two-year",20
"9159","tx",20
"9160","typing",20
"9161","unconscious",20
"9162","underwater",20
"9163","unsuccessful",20
"9164","urgency",20
"9165","verbal",20
"9166","verify",20
"9167","vertical",20
"9168","vet",20
"9169","volumes",20
"9170","volunteering",20
"9171","von",20
"9172","wagner",20
"9173","wardrobe",20
"9174","waving",20
"9175","wesley",20
"9176","wives",20
"9177","zealand",20
"9178","-mails",19
"9179","01",19
"9180","1981",19
"9181","201",19
"9182","220",19
"9183","3-2",19
"9184","300000",19
"9185","30s",19
"9186","6000",19
"9187","abandon",19
"9188","accountable",19
"9189","accuracy",19
"9190","ahh",19
"9191","aide",19
"9192","aired",19
"9193","aj",19
"9194","alicia",19
"9195","all-american",19
"9196","allah",19
"9197","alpha",19
"9198","ambitions",19
"9199","amsterdam",19
"9200","analyze",19
"9201","appealed",19
"9202","appropriately",19
"9203","architects",19
"9204","ariz",19
"9205","arlington",19
"9206","assisted",19
"9207","attachment",19
"9208","attributes",19
"9209","ballots",19
"9210","barrett",19
"9211","barriers",19
"9212","basin",19
"9213","beam",19
"9214","belgian",19
"9215","beneficial",19
"9216","bergen",19
"9217","boarding",19
"9218","bradford",19
"9219","breakdown",19
"9220","brenda",19
"9221","brews",19
"9222","brighter",19
"9223","brightly",19
"9224","buddha",19
"9225","buds",19
"9226","bum",19
"9227","busted",19
"9228","buyer",19
"9229","calcium",19
"9230","calculated",19
"9231","captures",19
"9232","cardstock",19
"9233","carriers",19
"9234","carved",19
"9235","chic",19
"9236","chin",19
"9237","chocolates",19
"9238","christina",19
"9239","classmates",19
"9240","clubhouse",19
"9241","colt",19
"9242","comedian",19
"9243","comfy",19
"9244","commands",19
"9245","commenting",19
"9246","committees",19
"9247","commons",19
"9248","composition",19
"9249","concessions",19
"9250","concord",19
"9251","cone",19
"9252","confined",19
"9253","confront",19
"9254","confrontation",19
"9255","conscience",19
"9256","contention",19
"9257","convert",19
"9258","cows",19
"9259","cue",19
"9260","cumberland",19
"9261","cycling",19
"9262","daisy",19
"9263","daring",19
"9264","day-to-day",19
"9265","debates",19
"9266","decorate",19
"9267","dee",19
"9268","depressing",19
"9269","derived",19
"9270","destinations",19
"9271","diagnosis",19
"9272","dinners",19
"9273","disabilities",19
"9274","dismiss",19
"9275","dock",19
"9276","documentation",19
"9277","documented",19
"9278","doom",19
"9279","doomed",19
"9280","drafts",19
"9281","drawings",19
"9282","drizzle",19
"9283","dvds",19
"9284","effectiveness",19
"9285","eliminating",19
"9286","enable",19
"9287","enabled",19
"9288","endorsed",19
"9289","entrees",19
"9290","entrepreneur",19
"9291","envelope",19
"9292","ethan",19
"9293","eventual",19
"9294","exceed",19
"9295","excuses",19
"9296","explosive",19
"9297","extras",19
"9298","family’",19
"9299","fares",19
"9300","fighters",19
"9301","fined",19
"9302","flats",19
"9303","flows",19
"9304","floyd",19
"9305","forehead",19
"9306","fueled",19
"9307","funk",19
"9308","fur",19
"9309","gaga",19
"9310","garnish",19
"9311","gasol",19
"9312","generic",19
"9313","genesis",19
"9314","gin",19
"9315","gracious",19
"9316","granddaughter",19
"9317","grandpa",19
"9318","greed",19
"9319","greet",19
"9320","harassment",19
"9321","hardcore",19
"9322","healed",19
"9323","hears",19
"9324","hehe",19
"9325","heroic",19
"9326","high-speed",19
"9327","hollow",19
"9328","honoring",19
"9329","hugh",19
"9330","hughes",19
"9331","huntington",19
"9332","hurricane",19
"9333","iced",19
"9334","impose",19
"9335","incentive",19
"9336","inclined",19
"9337","incomplete",19
"9338","inks",19
"9339","inspection",19
"9340","inspirational",19
"9341","integration",19
"9342","invites",19
"9343","ip",19
"9344","irene",19
"9345","isaiah",19
"9346","jj",19
"9347","jo",19
"9348","joints",19
"9349","kicker",19
"9350","kristen",19
"9351","lacked",19
"9352","lakewood",19
"9353","lamar",19
"9354","laurie",19
"9355","lavender",19
"9356","leaning",19
"9357","lgbt",19
"9358","loosely",19
"9359","loser",19
"9360","lou",19
"9361","lp",19
"9362","luggage",19
"9363","luis",19
"9364","marketplace",19
"9365","medium-high",19
"9366","messed",19
"9367","meter",19
"9368","minorities",19
"9369","misdemeanor",19
"9370","misleading",19
"9371","mm",19
"9372","moisture",19
"9373","montana",19
"9374","moses",19
"9375","motive",19
"9376","motorists",19
"9377","muffin",19
"9378","nazi",19
"9379","nebraska",19
"9380","needy",19
"9381","negotiating",19
"9382","nerd",19
"9383","nightly",19
"9384","noah",19
"9385","norman",19
"9386","obstacle",19
"9387","offenders",19
"9388","ole",19
"9389","ooh",19
"9390","organised",19
"9391","outlet",19
"9392","outreach",19
"9393","out”",19
"9394","pac-12",19
"9395","padres",19
"9396","panda",19
"9397","parenthood",19
"9398","pavement",19
"9399","pentagon",19
"9400","persistent",19
"9401","pharmacy",19
"9402","philosophical",19
"9403","photographed",19
"9404","piss",19
"9405","polar",19
"9406","polished",19
"9407","polka",19
"9408","pollen",19
"9409","polo",19
"9410","premise",19
"9411","presentations",19
"9412","pretending",19
"9413","priests",19
"9414","promotes",19
"9415","prospective",19
"9416","psychology",19
"9417","ramirez",19
"9418","readings",19
"9419","recognizing",19
"9420","reduces",19
"9421","regain",19
"9422","regular-season",19
"9423","reign",19
"9424","replay",19
"9425","reps",19
"9426","righteousness",19
"9427","rio",19
"9428","ripping",19
"9429","rockies",19
"9430","runway",19
"9431","russ",19
"9432","satellite",19
"9433","savage",19
"9434","scarlet",19
"9435","schedules",19
"9436","scouting",19
"9437","scroll",19
"9438","seals",19
"9439","servings",19
"9440","shakespeare",19
"9441","shield",19
"9442","shitty",19
"9443","sidewalks",19
"9444","silicon",19
"9445","smallest",19
"9446","smarter",19
"9447","societies",19
"9448","solving",19
"9449","sonic",19
"9450","specialists",19
"9451","specifics",19
"9452","speeding",19
"9453","spit",19
"9454","spoiled",19
"9455","squeezed",19
"9456","staple",19
"9457","star-ledger",19
"9458","steelers",19
"9459","storytelling",19
"9460","streams",19
"9461","stubborn",19
"9462","stylish",19
"9463","submissions",19
"9464","successor",19
"9465","sums",19
"9466","supermarket",19
"9467","suppliers",19
"9468","surge",19
"9469","surrendered",19
"9470","surviving",19
"9471","suzanne",19
"9472","swedish",19
"9473","sympathetic",19
"9474","syrian",19
"9475","tango",19
"9476","tensions",19
"9477","theories",19
"9478","this”",19
"9479","tighter",19
"9480","timely",19
"9481","toledo",19
"9482","tolerance",19
"9483","tortilla",19
"9484","totaled",19
"9485","towels",19
"9486","trailing",19
"9487","transactions",19
"9488","transparent",19
"9489","trent",19
"9490","trigger",19
"9491","trivia",19
"9492","turnpike",19
"9493","turtle",19
"9494","uncovered",19
"9495","upgrades",19
"9496","verizon",19
"9497","vessel",19
"9498","vicious",19
"9499","violet",19
"9500","violin",19
"9501","vocabulary",19
"9502","waits",19
"9503","warfare",19
"9504","webb",19
"9505","weber",19
"9506","wedge",19
"9507","week’",19
"9508","welcomes",19
"9509","well-being",19
"9510","wilderness",19
"9511","wiped",19
"9512","withdraw",19
"9513","wizard",19
"9514","yarn",19
"9515","�i",19
"9516","“don’",19
"9517","“i’ve",19
"9518","�the",19
"9519","���",19
"9520","05",18
"9521","1944",18
"9522","1966",18
"9523","1972",18
"9524","1974",18
"9525","1979",18
"9526","1985",18
"9527","22nd",18
"9528","23rd",18
"9529","27th",18
"9530","6-1",18
"9531","91",18
"9532","absorbed",18
"9533","accord",18
"9534","accordingly",18
"9535","accusations",18
"9536","affecting",18
"9537","affection",18
"9538","affidavit",18
"9539","aloha",18
"9540","angie",18
"9541","appetizer",18
"9542","apt",18
"9543","arizonas",18
"9544","armor",18
"9545","armstrong",18
"9546","aspiring",18
"9547","assumption",18
"9548","asylum",18
"9549","backward",18
"9550","balances",18
"9551","balancing",18
"9552","balloons",18
"9553","bamboo",18
"9554","bark",18
"9555","baths",18
"9556","batman",18
"9557","battling",18
"9558","batum",18
"9559","bb",18
"9560","beastie",18
"9561","beavers",18
"9562","beaverton",18
"9563","begging",18
"9564","behave",18
"9565","berries",18
"9566","biden",18
"9567","bikini",18
"9568","bleed",18
"9569","blender",18
"9570","boiled",18
"9571","boise",18
"9572","bourbon",18
"9573","boutique",18
"9574","boxing",18
"9575","bradley",18
"9576","brent",18
"9577","brilliantly",18
"9578","bros",18
"9579","brownies",18
"9580","bubbles",18
"9581","bullied",18
"9582","bumps",18
"9583","caller",18
"9584","campuses",18
"9585","canon",18
"9586","cardinal",18
"9587","carr",18
"9588","caucus",18
"9589","certainty",18
"9590","cheat",18
"9591","cheesy",18
"9592","cheryl",18
"9593","chicagos",18
"9594","chilled",18
"9595","chooses",18
"9596","cigarettes",18
"9597","cinematic",18
"9598","classified",18
"9599","clearance",18
"9600","closures",18
"9601","co-worker",18
"9602","coincidence",18
"9603","comparable",18
"9604","compelled",18
"9605","competitions",18
"9606","complement",18
"9607","complexity",18
"9608","concussion",18
"9609","confidential",18
"9610","confirmation",18
"9611","conflicts",18
"9612","construct",18
"9613","contend",18
"9614","copic",18
"9615","cornerback",18
"9616","cory",18
"9617","coupled",18
"9618","coupons",18
"9619","courtney",18
"9620","cowboy",18
"9621","credited",18
"9622","critically",18
"9623","cruelty",18
"9624","curly",18
"9625","cushion",18
"9626","darren",18
"9627","day’",18
"9628","deborah",18
"9629","deficits",18
"9630","definite",18
"9631","demonstrates",18
"9632","denvers",18
"9633","derrick",18
"9634","desktop",18
"9635","destructive",18
"9636","dipping",18
"9637","disputes",18
"9638","distribute",18
"9639","documentaries",18
"9640","donuts",18
"9641","dorothy",18
"9642","dunk",18
"9643","ecstatic",18
"9644","edison",18
"9645","electrical",18
"9646","elephant",18
"9647","encounters",18
"9648","enjoyment",18
"9649","enrolled",18
"9650","enters",18
"9651","entities",18
"9652","erik",18
"9653","essays",18
"9654","establishing",18
"9655","examination",18
"9656","exchanged",18
"9657","explores",18
"9658","export",18
"9659","eyed",18
"9660","farming",18
"9661","fatty",18
"9662","favorable",18
"9663","feds",18
"9664","fiery",18
"9665","figuring",18
"9666","forbidden",18
"9667","fr",18
"9668","fractured",18
"9669","fragile",18
"9670","freaks",18
"9671","freshmen",18
"9672","frog",18
"9673","fusion",18
"9674","gal",18
"9675","gavin",18
"9676","generously",18
"9677","glee",18
"9678","gmail",18
"9679","goddess",18
"9680","grabbing",18
"9681","grande",18
"9682","gras",18
"9683","gravel",18
"9684","gravity",18
"9685","habitat",18
"9686","hardy",18
"9687","harp",18
"9688","hashtag",18
"9689","hazardous",18
"9690","historian",18
"9691","holdings",18
"9692","horns",18
"9693","horrific",18
"9694","hospitalized",18
"9695","hrs",18
"9696","humbled",18
"9697","illustrate",18
"9698","immune",18
"9699","imply",18
"9700","impressions",18
"9701","inaccurate",18
"9702","incorrect",18
"9703","independently",18
"9704","inevitably",18
"9705","infected",18
"9706","inherently",18
"9707","injustice",18
"9708","intimacy",18
"9709","invitational",18
"9710","jersey’",18
"9711","johnsons",18
"9712","joyce",18
"9713","jungle",18
"9714","keynote",18
"9715","kitten",18
"9716","kudos",18
"9717","last-minute",18
"9718","lego",18
"9719","levy",18
"9720","lieutenant",18
"9721","lifes",18
"9722","lightweight",18
"9723","limiting",18
"9724","linemen",18
"9725","lockout",18
"9726","ltd",18
"9727","lust",18
"9728","lynch",18
"9729","maintains",18
"9730","make-up",18
"9731","males",18
"9732","manuel",18
"9733","maricopa",18
"9734","marketers",18
"9735","martini",18
"9736","matchup",18
"9737","mates",18
"9738","mcguire",18
"9739","meats",18
"9740","microwave",18
"9741","middlesex",18
"9742","midfielder",18
"9743","misery",18
"9744","mistaken",18
"9745","molina",18
"9746","molly",18
"9747","monetary",18
"9748","monterey",18
"9749","morrow",18
"9750","mourning",18
"9751","mouths",18
"9752","muffins",18
"9753","muhammad",18
"9754","mushroom",18
"9755","mystical",18
"9756","nascar",18
"9757","necklace",18
"9758","newport",18
"9759","nominations",18
"9760","norris",18
"9761","northwestern",18
"9762","norwegian",18
"9763","omalley",18
"9764","one-third",18
"9765","os",18
"9766","overhead",18
"9767","overlooked",18
"9768","pads",18
"9769","parallel",18
"9770","paralyzed",18
"9771","partial",18
"9772","password",18
"9773","paterno",18
"9774","patterson",18
"9775","pc",18
"9776","pedestrian",18
"9777","peninsula",18
"9778","pensions",18
"9779","permanently",18
"9780","pg",18
"9781","phillip",18
"9782","pipes",18
"9783","pivotal",18
"9784","platforms",18
"9785","pleas",18
"9786","pledged",18
"9787","populated",18
"9788","positively",18
"9789","possess",18
"9790","potty",18
"9791","pounding",18
"9792","praised",18
"9793","pre",18
"9794","premiums",18
"9795","proponents",18
"9796","proportion",18
"9797","punches",18
"9798","quirky",18
"9799","randolph",18
"9800","recipients",18
"9801","regrets",18
"9802","regulate",18
"9803","relieve",18
"9804","remnants",18
"9805","renewable",18
"9806","renowned",18
"9807","reopen",18
"9808","reunion",18
"9809","rewarded",18
"9810","rewarding",18
"9811","richer",18
"9812","rider",18
"9813","rightly",18
"9814","right”",18
"9815","roommate",18
"9816","royalty",18
"9817","rts",18
"9818","sally",18
"9819","sandra",18
"9820","sears",18
"9821","setup",18
"9822","sexuality",18
"9823","shaker",18
"9824","shaping",18
"9825","shark",18
"9826","shirley",18
"9827","shouted",18
"9828","shrinking",18
"9829","signaled",18
"9830","silently",18
"9831","slapped",18
"9832","slaughter",18
"9833","slavery",18
"9834","slay",18
"9835","slowing",18
"9836","smack",18
"9837","smith’",18
"9838","snyder",18
"9839","softly",18
"9840","sophie",18
"9841","sorrow",18
"9842","sparkly",18
"9843","spellbinders",18
"9844","stab",18
"9845","standings",18
"9846","strained",18
"9847","stroll",18
"9848","suitcase",18
"9849","suns",18
"9850","supper",18
"9851","surveillance",18
"9852","suspense",18
"9853","sweating",18
"9854","sworn",18
"9855","tempe",18
"9856","terrifying",18
"9857","theatrical",18
"9858","themed",18
"9859","there”",18
"9860","thighs",18
"9861","thirsty",18
"9862","tier",18
"9863","tournaments",18
"9864","trace",18
"9865","transparency",18
"9866","treas",18
"9867","troubling",18
"9868","truffle",18
"9869","trustee",18
"9870","tucker",18
"9871","tucson",18
"9872","turnover",18
"9873","unseen",18
"9874","upgraded",18
"9875","upheld",18
"9876","vacations",18
"9877","vaccine",18
"9878","vessels",18
"9879","villain",18
"9880","vitamin",18
"9881","waffles",18
"9882","walsh",18
"9883","watts",18
"9884","wheeler",18
"9885","wi-fi",18
"9886","wipe",18
"9887","witty",18
"9888","ye",18
"9889","yikes",18
"9890","yrs",18
"9891","�",18
"9892","“one",18
"9893","����",18
"9894","02",17
"9895","1-3",17
"9896","106",17
"9897","109",17
"9898","113",17
"9899","175",17
"9900","1906",17
"9901","1930s",17
"9902","2-2",17
"9903","26th",17
"9904","4-3",17
"9905","400000",17
"9906","6-5",17
"9907","60000",17
"9908","abby",17
"9909","abortions",17
"9910","aesthetic",17
"9911","aides",17
"9912","alcoholic",17
"9913","allergy",17
"9914","altered",17
"9915","ambition",17
"9916","announcements",17
"9917","apollo",17
"9918","appetite",17
"9919","ashes",17
"9920","assaulted",17
"9921","associations",17
"9922","attach",17
"9923","automakers",17
"9924","automotive",17
"9925","avon",17
"9926","ballpark",17
