"","corpusngram4","n"
"16681","to listen to him",3
"16682","to listen to what",3
"16683","to live and work",3
"16684","to live with her",3
"16685","to look at and",3
"16686","to look at but",3
"16687","to look for a",3
"16688","to look like an",3
"16689","to look like the",3
"16690","to look over my",3
"16691","to lose weight and",3
"16692","to lose weight or",3
"16693","to make a change",3
"16694","to make a decision",3
"16695","to make a lot",3
"16696","to make a point",3
"16697","to make a small",3
"16698","to make an impact",3
"16699","to make her own",3
"16700","to make in the",3
"16701","to make it clear",3
"16702","to make it look",3
"16703","to make it through",3
"16704","to make it up",3
"16705","to make it worth",3
"16706","to make that happen",3
"16707","to make things happen",3
"16708","to make up the",3
"16709","to make you feel",3
"16710","to make your life",3
"16711","to me a good",3
"16712","to me and said",3
"16713","to me and say",3
"16714","to me as we",3
"16715","to me at least",3
"16716","to me by my",3
"16717","to me i am",3
"16718","to me i just",3
"16719","to me i want",3
"16720","to me is not",3
"16721","to me is that",3
"16722","to me like a",3
"16723","to meet some of",3
"16724","to meet up with",3
"16725","to meet with the",3
"16726","to mix things up",3
"16727","to move into the",3
"16728","to move out of",3
"16729","to move the ball",3
"16730","to my new follower",3
"16731","to my new followers",3
"16732","to new jersey for",3
"16733","to not become a",3
"16734","to not have to",3
"16735","to note that the",3
"16736","to open the doors",3
"16737","to parent this many",3
"16738","to pay off the",3
"16739","to pay the price",3
"16740","to pick her up",3
"16741","to pick it up",3
"16742","to pick them up",3
"16743","to pick up my",3
"16744","to play a role",3
"16745","to play along with",3
"16746","to play with you",3
"16747","to post a few",3
"16748","to prepare for the",3
"16749","to protect the environment",3
"16750","to push the issue",3
"16751","to put his arm",3
"16752","to put it in",3
"16753","to put it out",3
"16754","to put on a",3
"16755","to put their money",3
"16756","to raise money to",3
"16757","to read all the",3
"16758","to read this book",3
"16759","to register go to",3
"16760","to respond to the",3
"16761","to revel in the",3
"16762","to rule on the",3
"16763","to run around the",3
"16764","to run for president",3
"16765","to run for the",3
"16766","to run out of",3
"16767","to run to the",3
"16768","to save the world",3
"16769","to say goodbye to",3
"16770","to say i love",3
"16771","to say she was",3
"16772","to say that im",3
"16773","to say this is",3
"16774","to say this was",3
"16775","to say to you",3
"16776","to say we are",3
"16777","to say we were",3
"16778","to see a new",3
"16779","to see another day",3
"16780","to see him get",3
"16781","to see him go",3
"16782","to see how many",3
"16783","to see if there’",3
"16784","to see if this",3
"16785","to see more of",3
"16786","to see my family",3
"16787","to see pictures of",3
"16788","to see that the",3
"16789","to see the last",3
"16790","to see the world",3
"16791","to see them and",3
"16792","to see what he",3
"16793","to see what this",3
"16794","to see you go",3
"16795","to see you on",3
"16796","to send me a",3
"16797","to send you a",3
"16798","to shake things up",3
"16799","to shake up the",3
"16800","to share in the",3
"16801","to share their stories",3
"16802","to share them with",3
"16803","to share with the",3
"16804","to show him that",3
"16805","to show love to",3
"16806","to show the world",3
"16807","to show us your",3
"16808","to shut down the",3
"16809","to sit in a",3
"16810","to sit there and",3
"16811","to sneak a little",3
"16812","to spend a lot",3
"16813","to spend money on",3
"16814","to spend some time",3
"16815","to spend the day",3
"16816","to start off the",3
"16817","to start thinking about",3
"16818","to start with this",3
"16819","to start working on",3
"16820","to stay in touch",3
"16821","to stay on top",3
"16822","to stick to it",3
"16823","to stock up on",3
"16824","to stop by and",3
"16825","to stop by the",3
"16826","to strike a balance",3
"16827","to take a cab",3
"16828","to take a step",3
"16829","to take down the",3
"16830","to take it off",3
"16831","to take me to",3
"16832","to take one of",3
"16833","to take place in",3
"16834","to take some of",3
"16835","to talk about his",3
"16836","to talk about kevin",3
"16837","to tap into the",3
"16838","to tell the story",3
"16839","to that in a",3
"16840","to that of the",3
"16841","to the back door",3
"16842","to the brim with",3
"16843","to the championship game",3
"16844","to the city in",3
"16845","to the community they",3
"16846","to the conference finals",3
"16847","to the criminal complaint",3
"16848","to the department of",3
"16849","to the discovery of",3
"16850","to the emergency room",3
"16851","to the federal government",3
"16852","to the ground the",3
"16853","to the highest level",3
"16854","to the hospital and",3
"16855","to the hospital the",3
"16856","to the idea that",3
"16857","to the lack of",3
"16858","to the middle of",3
"16859","to the mix and",3
"16860","to the most recent",3
"16861","to the nearest whole",3
"16862","to the new jersey",3
"16863","to the notion that",3
"16864","to the other end",3
"16865","to the owner of",3
"16866","to the people who",3
"16867","to the point and",3
"16868","to the public at",3
"16869","to the public the",3
"16870","to the question of",3
"16871","to the residents of",3
"16872","to the san francisco",3
"16873","to the supreme court",3
"16874","to the table and",3
"16875","to the us and",3
"16876","to the us embassy",3
"16877","to the us supreme",3
"16878","to the world and",3
"16879","to the world of",3
"16880","to think about how",3
"16881","to think i was",3
"16882","to this kind of",3
"16883","to throw in some",3
"16884","to throw out the",3
"16885","to top it off",3
"16886","to track down the",3
"16887","to try and make",3
"16888","to try not to",3
"16889","to try to do",3
"16890","to try to get",3
"16891","to try to help",3
"16892","to turn things around",3
"16893","to us as a",3
"16894","to use as a",3
"16895","to use the bathroom",3
"16896","to use them on",3
"16897","to wait until the",3
"16898","to wake up and",3
"16899","to wake up to",3
"16900","to warm up to",3
"16901","to wash up on",3
"16902","to washington dc for",3
"16903","to watch on tv",3
"16904","to what makes you",3
"16905","to what we have",3
"16906","to what you can",3
"16907","to win and i",3
"16908","to work a lot",3
"16909","to work as an",3
"16910","to work for a",3
"16911","to work for the",3
"16912","to work from home",3
"16913","to work on a",3
"16914","to work on some",3
"16915","to work out their",3
"16916","to work with it",3
"16917","to work with them",3
"16918","to write a few",3
"16919","to write about what",3
"16920","to write home about",3
"16921","to you and the",3
"16922","to you and you",3
"16923","to you have a",3
"16924","to you i am",3
"16925","today could be it",3
"16926","today i decided to",3
"16927","today i love the",3
"16928","today im going to",3
"16929","today is going to",3
"16930","today one of the",3
"16931","today thanks for the",3
"16932","today we had a",3
"16933","together to make a",3
"16934","told a group of",3
"16935","told a news conference",3
"16936","told her he was",3
"16937","told him about the",3
"16938","told him i was",3
"16939","told him that i",3
"16940","told me i had",3
"16941","told me i was",3
"16942","told me she was",3
"16943","told me that he",3
"16944","told me that it",3
"16945","told me that she",3
"16946","told them that i",3
"16947","told them that we",3
"16948","too good to be",3
"16949","too looking forward to",3
"16950","too many people are",3
"16951","too much for me",3
"16952","too much of a",3
"16953","too much to do",3
"16954","took a bit of",3
"16955","took a look at",3
"16956","took a while for",3
"16957","took control of the",3
"16958","took him to the",3
"16959","took most of the",3
"16960","took part in a",3
"16961","took part in the",3
"16962","top it all off",3
"16963","top of all the",3
"16964","top of the page",3
"16965","total of more than",3
"16966","trading on the new",3
"16967","treat it like a",3
"16968","troy wisconsin incorporated in",3
"16969","try and get the",3
"16970","try to have a",3
"16971","trying to be a",3
"16972","trying to be the",3
"16973","trying to catch up",3
"16974","trying to convince myself",3
"16975","trying to do the",3
"16976","trying to do this",3
"16977","trying to find something",3
"16978","trying to get it",3
"16979","trying to get me",3
"16980","trying to get out",3
"16981","trying to keep the",3
"16982","trying to keep up",3
"16983","trying to maintain a",3
"16984","trying to make it",3
"16985","turn back to the",3
"16986","turn for the worse",3
"16987","turn on the lights",3
"16988","turned me on to",3
"16989","turned off by the",3
"16990","turned the ball over",3
"16991","turning it into a",3
"16992","two days a week",3
